0 0,020000
1 0,020000
2 0,020000
3 0,020000
4 0,020000
5 0,020000
6 0,020000
7 0,020000
8 0,020000
9 0,020000
10 0,020000
11 0,020000
12 0,020000
13 0,020000
14 0,020000
15 0,020000
16 0,020000
17 0,020000
18 0,020000
